SITE_ID,SITE_NAME,AREA_NAME_SUB_DISTRICT,X_LONGITUDE,Y_LATITUDE,CITY_OR_DATI_II,AREA,BRANCH,PROVINCE,REGION,SITE_OWNERSHIP,TOWER_OWNERSHIP,COLOCATION_Y_OR_N,SITE_TYPE_GF_OR_RT_OR_MICROCELL_OR_INDOOR,HEIGHT_EXISTING_BUILDING_M,HEIGHT_TOWER_M,BTS_COVERAGE_TYPE_MACRO_OR_MICRO_OR_IBS
07OGI0084,PENYANDINGAN_ST,SUNGAI PINANG,104.7906,-3.32146,OGAN ILIR,SOUTH SUMATERA,PALEMBANG,SUMATERA SELATAN,SOUTH SUMATERA,STP,STP,Y,GF,0,53,MACRO
07OGS0001,TANJUNG_KARI_TB,PULAU BERINGIN,103.66718,-4.48496,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,90,MACRO
07OGS0002,MUARA_DUA_KISAM_MT,MUARADUA KISAM,103.75505,-4.41234,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,70,MACRO
07OGS0003,PIUS_EP,KISAM ILIR,103.77933,-4.47303,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,EMA,EMA,Y,GF,,70,MACRO
07OGS0004,KISAM_TINGGI_TB,KISAM TINGGI,103.79306,-4.35331,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGS0005,GEDUNG_WANI_TB,RUNJUNG AGUNG,103.87431,-4.4133,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGS0006,BLAMBANGAN_OGS_TB,BUAY RUNJUNG,103.87721,-4.4598,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGS0007,BUMI_GENAP_MT,RUNJUNG AGUNG,103.88996,-4.44276,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
07OGS0008,TIGADIHAJI_TB,TIGA DIHAJI,103.91853,-4.57281,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGS0009,BANDING_AGUNG_TB,BANDING AGUNG,103.92375,-4.80494,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,90,MACRO
07OGS0010,WAY_TIMAH_MT,BANDING AGUNG,103.97253,-4.77804,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
07OGS0011,BUAY_SANDANG_AJI_TB,BUAY SANDANG AJI,103.99707,-4.53893,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGS0012,KOTA_BATU_TB,WARKUK RANAU SELATAN,104.00494,-4.88339,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGS0013,SIMPANG_SENDER_MT,BPR RANAU TENGAH,104.0139,-4.80921,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,70,MACRO
07OGS0017,RANTAU_PANJANG_MUARA_DUA_EP,BUAY RAWAN,104.0575,-4.5661,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,EMA,EMA,Y,GF,,70,MACRO
07OGS0018,WARKUKRANAU_PL,WARKUK RANAU SELATAN,104.06499,-4.86144,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,51,MACRO
07OGS0019,PASAR_MUARADUA_PL,MUARADUA,104.0703,-4.53069,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,43,MACRO
07OGS0020,MUARA_DUA_PL,MUARADUA,104.07031,-4.53808,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,70,MACRO
07OGS0021,MUARADUA_OKU_TB,MUARADUA,104.07315,-4.54713,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,42,MACRO
07OGS0023,BUAY_PEMACA_PL,BUAY PEMACA,104.13182,-4.58759,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,61,MACRO
07OGS0024,TALANGKARET_MT,BUAY PEMACA,104.14111,-4.60781,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,70,MACRO
07OGS0026,SIMPANG_BRJ_MT,SIMPANG,104.19047,-4.44781,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,70,MACRO
07OGS0028,SUKA_MARGA_OGS_CM,BPR RANAU TENGAH,104.01337,-4.83927,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,CMI,CMI,Y,GF,,42,MACRO
07OGS0029,BUAY_RAWAN_RUOS_OGS_CM,BUAY RAWAN,104.03968,-4.60543,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,CMI,CMI,Y,GF,,71,MACRO
07OGS0030,SUKAJAYA_OGS_CM,BUAY RAWAN,104.04478,-4.58071,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,CMI,CMI,Y,GF,,45,MACRO
07OGS0031,DAMARPURA_OGS_MT,BUANA PEMACA,104.18204,-4.49954,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,70,MACRO
07OGS0032,TANJUN_DURIAN_OGS_MT,BUAY PEMACA,104.20754,-4.67066,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
07OGS0033,PELANGKI_OGS_PL,MUARADUA,104.10349,-4.57655,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,42,MACRO
07OGS0034,NT_DESA_PERUPUS_BLAMBANGAN_PL,RUNJUNG AGUNG,103.85377,-4.44353,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,30,MACRO
07OGS0035,AIR_RUPIK_TB,BANDING AGUNG,103.91663,-4.77859,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGS0037,TALANG_PADANG_MT,BUAY PEMACA,104.13708,-4.59742,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,70,MACRO
07OGS0039,PADANG_RATU_PL,BPR RANAU TENGAH,103.99101,-4.79203,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,60,MACRO
07OGS0040,KOTA_WAY_PL,BUAY PEMACA,104.14987,-4.61322,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,60,MACRO
07OGS0041,TANJUNG_BESAR_PL,MEKAKAU ILIR,103.80139,-4.73444,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
07OGS0042,SIMPANG_CAMPANG_ST,KISAM ILIR,103.76779,-4.51002,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,STP,STP,Y,GF,,71,MACRO
07OGS0043,KEMU_ULU_PL,PULAU BERINGIN,103.70538,-4.51007,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
07OGS0044,KOTA_DALAM_TB,MEKAKAU ILIR,103.84615,-4.73204,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGS0045,NEGERI_BATIN_SANDANG_AJI_PL,BUAY SANDANG AJI,103.93476,-4.51566,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
07OGS0046,SIDODADI_OKU_PL,BUAY PEMACA,104.14725,-4.70704,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,70,MACRO
07OGS0047,MUARA_DUA_OKUS_PL,MUARADUA,104.07704,-4.53148,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,42,MACRO
07OGS0048,OKU_BUAY_PEMACA_PL,BUAY PEMACA,104.21024,-4.67967,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,61,MACRO
07OGS0050,OKU_MEKAKAU_ILIR_CM,BANDING AGUNG,103.90878,-4.80379,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,CMI,CMI,Y,GF,,62,MACRO
07OGS0051,OKU_MUARADUA_1_CM,MUARADUA,104.07151,-4.55816,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,CMI,CMI,Y,GF,,62,MACRO
07OGS0052,OKU_KISAM_TINGGI_PL,KISAM TINGGI,103.77616,-4.33813,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
07OGS0053,OKU_MUARADUA_KISAM_PL,MUARADUA KISAM,103.77166,-4.40786,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,61,MACRO
07OGS0054,OKU_BANDING_AGUNG_PL,BANDING AGUNG,103.97818,-4.76251,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,61,MACRO
07OGS0055,OKU_SIIMPANG_CM,SIMPANG,104.18723,-4.43875,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,CMI,CMI,Y,GF,,62,MACRO
07OGS0056,OKU_MUARADUA_2_TB,MUARADUA,104.09884,-4.53398,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,52,MACRO
07OGS0057,GUNUNG_AJI_PL,WARKUK RANAU SELATAN,104.02657,-4.86297,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
07OGS0059,SIMPANG_AJI_PL,MUARADUA,104.0283,-4.5402,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
07OGS0060,RANAU_TENGAH_PL,BPR RANAU TENGAH,103.99813,-4.82219,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
07OGS0065,RUNJUNG_AGUNG_MT,RUNJUNG AGUNG,103.85643,-4.41272,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
07OGS0066,SIMPANG_LUBUK_DALAM_MT,MUARADUA KISAM,103.78739,-4.42413,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,52,MACRO
07OGS0067,BUAY_RAWAN_ST,BUAY RAWAN,104.04754,-4.61774,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,STP,STP,Y,GF,0,62,MACRO
07OGS0068,GEMIUNG_BUANA_PEMACA_ST,BUANA PEMACA,104.19933,-4.54746,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,STP,STP,Y,GF,0,72,MACRO
07OGS0069,SIPIN_BUAY_PEMACA_ST,BUAY PEMACA,104.14549,-4.65814,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,STP,STP,Y,GF,0,72,MACRO
07OGS0070,TANJUNG_DURIAN_ST,BUAY PEMACA,104.22976,-4.6629,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,STP,STP,Y,GF,0,72,MACRO
07OGS0072,TELUK_AGUNG_ST,MEKAKAU ILIR,103.79743,-4.72165,OGAN KOMERING ULU SELATAN,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,STP,STP,Y,GF,0,71,MACRO
07OGT0001,TUNAS_PERACAK_PL,BUNGA MAYANG,104.29241,-4.3528,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,40,MACRO
07OGT0002,DUSUN_VI_PULAU_NEGARA_PL,MARTAPURA,104.30251,-4.24842,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,60,MACRO
07OGT0003,PERACAK_TB,BUNGA MAYANG,104.31986,-4.35003,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGT0004,PUSLATPUR_TB,MARTAPURA,104.32196,-4.28558,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGT0005,CONDONG_JAYAPURA_PL,JAYAPURA,104.32208,-4.4304,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,61,MACRO
07OGT0006,LINTAS_MARTAPURA_TB,MARTAPURA,104.32853,-4.30503,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,42,MACRO
07OGT0007,TERUKIS_RAHAYU_OKUT_TB,MARTAPURA,104.32876,-4.29337,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,42,MACRO
07OGT0008,LNTS_JAYAPURA_GH,JAYAPURA,104.3344,-4.40668,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,GIHON,GIHON,Y,GF,,72,MACRO
07OGT0009,PAKU_SENGKUNYIT_PL,MARTAPURA,104.33525,-4.30067,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,42,MACRO
07OGT0010,BATUMARTA_OGT_TB,MADANG SUKU III,104.33704,-4.14004,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGT0011,MARTAPURA1_PL,MARTAPURA,104.34172,-4.30739,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,30,MACRO
07OGT0012,VETERAN_JAYA_MT,MARTAPURA,104.34454,-4.29281,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,30,MACRO
07OGT0013,DUSUN_MARTAPURA_TB,MARTAPURA,104.3467,-4.30788,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,82,MACRO
07OGT0014,KOTA_BARU_BARAT_MARTAPURA_PL,MARTAPURA,104.34727,-4.33385,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,42,MACRO
07OGT0015,MARTAPURA2_TB,MARTAPURA,104.34842,-4.31447,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,90,MACRO
07OGT0016,KOTA_BARU_OGT_PL,MARTAPURA,104.35107,-4.32392,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,40,MACRO
07OGT0017,BATU_MARTHA_TB,MADANG SUKU III,104.35168,-4.11223,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGT0018,BATUMARTA_UNIT_OGT2_TB,MADANG SUKU III,104.35201,-4.07857,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGT0019,KUMPUL_SARI_PL,MARTAPURA,104.35316,-4.30322,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,42,MACRO
07OGT0020,JLMTOHA_OGT_PL,MARTAPURA,104.35358,-4.33941,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,65,MACRO
07OGT0021,KOTABARU1OKUT_MT,MARTAPURA,104.35738,-4.32893,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,52,MACRO
07OGT0022,KOTABARUSELATAN_TB,MARTAPURA,104.35859,-4.35654,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGT0023,BANU_MAS_MT,MARTAPURA,104.36267,-4.27278,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,52,MACRO
07OGT0024,MALIKKOTA_BARU_MT,MARTAPURA,104.36428,-4.37048,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,42,MACRO
07OGT0025,PERJAYA_OGT_PL,MARTAPURA,104.36484,-4.28896,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,50,MACRO
07OGT0026,BATUMARTA_UNIT_OGT1_KN,MADANG SUKU III,104.37638,-4.03123,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,KIN,KIN,Y,GF,,52,MACRO
07OGT0027,PERJAYA_BARAT_OGT_TB,MARTAPURA,104.37792,-4.30169,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGT0028,BATUMARTA_BLOKB_MT,MADANG SUKU III,104.38034,-4.1224,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
07OGT0029,BANU_AYU_CM,BUAY PEMUKA PELIUNG,104.38502,-4.26257,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,CMI,CMI,Y,GF,,42,MACRO
07OGT0030,BANUMAS_OGAN_PL,BUAY PEMUKA PELIUNG,104.40342,-4.26903,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
07OGT0031,SUKA_NEGARA_EP,BUAY PEMUKA PELIUNG,104.4114,-4.2402,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,EMA,EMA,Y,GF,,72,MACRO
07OGT0032,NEGERI_AGUNGJAYA_MT,BUAY PEMUKA PELIUNG,104.41366,-4.29353,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,52,MACRO
07OGT0033,PAHANG_ASRI_MT,BUAY PEMUKA PELIUNG,104.43458,-4.27112,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,52,MACRO
07OGT0034,PMTG_BASUKI_TB,BUAY PEMUKA PELIUNG,104.44504,-4.28776,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGT0035,SUKARAJA_OGT_MT,BUAY PEMUKA PELIUNG,104.45727,-4.25652,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,52,MACRO
07OGT0036,RIANG_BANDUNG_OKU_PL,MADANG SUKU II,104.45794,-4.10207,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
07OGT0037,KURUNGAN_NYAWA_PL,BUAY MADANG,104.46886,-4.23322,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,100,MACRO
07OGT0038,PISANG_JAYA_PL,BUAY MADANG,104.49186,-4.27965,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,61,MACRO
07OGT0041,PANDAN_AGUNG_TB,MADANG SUKU II,104.49678,-4.02875,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGT0043,SMBR_AGUNG_OKUT_PL,BUAY MADANG,104.50974,-4.24864,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,52,MACRO
07OGT0045,TUAN_ULUNG_TB,BUAY MADANG TIMUR,104.5305,-4.12864,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGT0046,DESA_KENJERAN_KN,BUAY MADANG,104.53382,-4.23327,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,KIN,KIN,Y,GF,,50,MACRO
07OGT0047,SIMPANG_RASUAN_MT,MADANG SUKU I,104.53411,-3.97717,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
07OGT0048,BK3_RAWA_BENING_TB,BUAY MADANG TIMUR,104.56253,-4.2021,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
07OGT0049,BUAY_MADANG_GT,BUAY MADANG TIMUR,104.5655,-4.22472,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,GAMETRACO,GAMETRACO,Y,GF,,71,MACRO
07OGT0050,KEDU_PL,BUAY MADANG TIMUR,104.58001,-4.17993,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,50,MACRO
07OGT0051,JLAKASIA_TAMBAKBOYO_TB,BUAY MADANG TIMUR,104.58072,-4.15263,OGAN KOMERING ULU TIMUR,SOUTH SUMATERA,BATURAJA,SUMATERA SELATAN,SOUTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
